类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,和剂局,,,,,,,,,监官二员，文臣以京朝官充，武臣以大使臣充。修合官一员。吏额有专知官一人，手分二人，库子、秤子各一名，书手二名。巡防兵士、节级十人，搬担药材、熟药少壮兵士十五人、节级一人（《宋会要•职官》27之66、67《惠民和剂局》）。,,,配方制药，给熟药所（后改惠民局）出卖和备朝廷宣赐臣僚暑、腊药（《要录》卷97壬申、《咸淳临安志》卷9）。,,惠民和剂局。南宋孝宗朝以后，改称和剂局为“惠民和剂局”。《咸淳临安志》卷9：“惠民和剂局，在太府寺之右……。太平惠民局，局凡五。”,宋代官制辞典第373页,北宋神宗朝设太医局熟药所。崇宁中增为七局，名为“和剂局”、“惠民局”。是置和剂局之始。南宋初罢。绍兴六年正月四日，置“行在和剂局”（《合璧后集》卷50《监太平惠民局》、《宋会要•职官》27之20）。,,,,
,和剂局修合官,,,,,,,,,,,,,,,宋代官制辞典第373页,,,,,
,太平惠民局,,,,,,,,,设监太平惠民局官。吏额有专知、书手、卖药库子等。北宋徽宗朝置五局，南宋绍兴十八年后设五局：太平惠民南局（在三省前）、太平惠民西局（在众安桥北）、太平惠民北局（在市西坊南）、太平惠民南外局（在浙江亭）、太平惠民北外局（在北郭）（《咸淳临安志》卷9《太平惠民局》、《宋会要•职官》27之66）。,,,出卖和剂局所制造熟药，普济四方，岁人助户部之用（《咸淳临安志》卷9《惠民和剂局》、《铁围山丛谈》卷6）。,,"①惠民局。《咸淳临安志》卷9《惠民和剂局》：“在太府寺内之右，制药以给惠民局。”《要录》卷158，绍兴十八年国八月戊申：“改行在熟药所为太平惠民局。”②惠民。《铁围山丛谈》卷6：“都邑惠民多增五局，货药济四方。”《合璧后集》卷50《监太平惠民局》：“崇宁中，增置七局，揭以和剂、惠民之名。”《宋会要•职官》27之67：""（绍兴）十八年国八月二十三日朝旨，熟药所依在京改作‘太平惠民局’。”③卖药所。太平惠民局以卖药为职守，故有此别称。《宋会要•职官》27之69：“宋政和四年，尚书省言：‘修合、卖药所，本《周官》医师教民之意。今只以都城四壁并商税院东出卖熟药，非创置“惠民”之意，况今局事不隶太医。’”",宋代官制辞典第373页,北宋熙宁九年六月在京师设太医局熟药所（《长编》卷289丁卯）。崇宁间增药局七，其中五局为惠民局。徽宗朝改称“太平惠民局”。南宋初罢。绍兴六年正月四日复置太医局熟药东、西、南、北四所，绍兴十八年国八月二十三日改名“太平惠民局”（《合璧后集》卷50《监太平惠民局》，《宋会要•职官》27之66、67，《铁围山丛谈》卷6）。,,,,
,监太平惠民局,,,,,,,,,,,,,,,宋代官制辞典第373页,,,,,
,监行在太平惠民和剂局,,,,,,,,,,,,,,,宋代官制辞典第373页，宋代官制辞典第374页,,,,,
,太医局熟药所,,,,,,,,,熟药所置监官，由文臣选人、京官，武臣小使臣差充。南宋绍兴六年正月复置四所，每所置监官一员。吏额有专知官、书手、卖药库子等（《宋会要•职官》27之66）。,,,出卖熟药。,,①熟药所。《长编》卷495丁巳：“吏部选差熟药所监官一员。”同前书卷289丁卯：“三司言：‘太医局熟药所，熙宁九年六月开局。’”②行在太医局熟药所。绍兴六年正月四日，复置“太医局熟药所，冠以“行在”之名。《宋会要•职官》27之66：“高宗绍兴六年正月四日，诏置药局，以行在太医局熟药东、西、南、北四所为名。”③大医局熟药所。《宋会要•职官》27之12：“大医局熟药所，需宁九年六月开局。”《长编》卷289丁卯：“太医局熟药所，熙宁九年六月开局。”,宋代官制辞典第374页,北宋神宗熙宁九年六月开局。崇宁中改名“惠民局”与“和剂局”，后又称“太平惠民局”。南宋初罢。绍兴六年正月四日，复置“行在太医局熟药东、西、南、北所”，共四所。诸路常平司所在州、军设熟药所。绍兴十八年国八月二十三目改名太平惠民局（二十一年国四月二日，州军熟药所也改称太平惠民局）（《长编》卷299丁卯、《合璧后集》卷50《监太平惠民局》、《要录》卷158戊申）。,,,,
,监太医局熟药所,,,,,,,,,,,,,,,宋代官制辞典第374页,,,,,
,石炭场,,,,,,,,,置监官，由选人充。据《元丰在京选人阙》，京师有河南第一至第十石炭场，又有抽买石炭场、丰济石炭场，共十二石炭场（《宋会要•职官》56之47、48）。,,,官营收购石炭转手出卖（《通考•职官》10《太府卿》、《宋会要•食货》37之34）。,,,宋代官制辞典第374页,“石炭”即煤。《汉书•地理志》已载“豫章郡出石可燃为薪”。“石炭”之名始于隋（《曲洧旧闻》4）。北宋官府置石炭场务课利，最早记载见于仁宗明道元年（1032）九月二十一目，废河北路真定府石炭务（《长编》卷111己丑），京师置石炭场至迟不晚于元丰（《宋会要•职官》56之48）。,,,,
,汴河上锁,,,,,,,,,,,,,,,宋代官制辞典第374页,,,,,
,汴河下锁,,,,,,,,,,,,,,,宋代官制辞典第374页,,,,,
,汴河锁,,,,,,,,,,,,,,,宋代官制辞典第374页,,,,,
,蔡河上锁,,,,,,,,,,,,,,,宋代官制辞典第374页,,,,,
,蔡河下锁,,,,,,,,,,,,,,,宋代官制辞典第374页,,,,,
,蔡河锁,,,,,,,,,,,,,,,宋代官制辞典第374页,,,,,
,香药库,,,,,,,,,,,,,,内香药库。香药库，原在宫内。天禧五年六月于东华门里东宫南屋别置内香药库后，于城南置外香药库。在此之前，香药库只一库，因在宫中，故或称内香药库。《长编》卷65，真宗景德匹年（1007）闰五月丁丑：“枢密院命士元监内香药库。“同前书卷97，天禧五年（1021）六月辛酉：“别置内香药库于东华门，以便宣索。”《宋会要•食货》52之3：“内香药库，在横门外南廊。旧止曰香药库，在内中。天禧五年从今名。”,宋代官制辞典第374页，宋代官制辞典第375页,,,,,
,内香药库,,,,,,,,,,,,,,,宋代官制辞典第375页,,,,,
,监内香药库,,,,,,,,,,,,,,监。《宋会要•食货》52之3《内香药库》：“以京朝官、三班二人监。”《长编》卷511元符二年六月甲午：“监内香药库李之仪，因苏轼知定州日荐辟管勾机宜文字。之仪既为奸臣心腹之党，岂可更居此职？”,宋代官制辞典第375页,,,,,
,外香药库,,,,,,,,,,,,,,,宋代官制辞典第375页,,,,,
,在京粮料院,,,,,,,,,①宋初，在京粮料院设都粮料使。②太平兴国五年至元丰后，粮料院分为三院或二院，设知粮料院官或勾当、监粮料院官（《长编》卷23四月、《宋会要•职官》5之65）。③南宋时为诸军、诸司粮料院，共二院，初设监官，后设干办粮料院公事官，各二员，三员在临安，一员分差建康诸司、诸军粮料院（《咸淳临安志》卷9）。,,,按《禄令》所定文武官员每月廪禄，凭券历批勘，并指定仓库支给（《宋会要•职官》5之65《粮料院》）。,,①粮料、粮。《宋史•职官志》1《门下省》：“中兴后，检、鼓、粮、审计、官告、进奏，谓之六院。”《朝野杂记》甲集卷16《六院官》：“检、鼓、粮料、审计、官告、进奏也。”《朝野类要》卷2《六院》：“登闻检院，登闻鼓院，官告院，都进奏院，诸军、司粮料院，两审计司，皆储才擢用之地。”②料院。《合璧后集》卷49《粮料院》：“绍兴间，胡汝明以料院（官）除监察御史。”,宋代官制辞典第375页,唐已置粮料院（《册府元龟》卷665《内臣部总序》）。宋初沿置。太平兴国五年正月二十八日，分粮料院为三院，即诸司粮料院、马军粮料院、步军粮料院（《长编》卷21癸卯）。太平兴国八年马、步军粮料院合为一院，与诸司粮料院共为二院。雍熙四年后又分三粮料院（《合璧后集》卷49《粮料院》）。元丰末并步军、马军粮料院为诸军粮料院，与诸司粮料院为二院，迄南宋不变（《咸淳临安志》卷8《诸司、诸军粮料院》）。,,,,
,监行在诸司粮料院,,,,,,,,,,,,,,,宋代官制辞典第375页,,,,,
,干办行在诸司粮料院,,,,,,,,,,,,,,干办行在粮料院。《合璧后集》卷49《粮料院》：“汪大猷，字仲嘉，干办行在粮料院。”《宋史•汪大猷传》：“改干办行在诸司粮料院。”,宋代官制辞典第375页,,,,,
,诸军粮料院,,,,,,,,,北宋时设勾当官一员。南宋初置监诸军粮料院，后改称干办诸军粮料院，以二员为额，一员在临安，一员分差建康粮料院。吏额，建炎三年主押官一名，前行四名，后行十人，贴司三人（《宋会要•职官》27之58、《咸淳临安志》卷8《诸司诸军粮料院》）。,,,批勘在京马步军每月俸禄券历，过诸军专勾司（南宋称诸军审计司）审其名数无误并关会太府寺于指定粮仓支拨。,,①粮料院。为诸司粮料院、诸军粮料院通称。《梦粱录》卷9《六院四辖》：“诸司、诸军粮料院，在漾河坑七官宅废屋。……且如粮料院者，乃诸司、诸军仰上之禄均也。”《宋会要•职官》27之57：“行在诸军粮料院人吏。”②料院。诸军、诸司粮料院通称。《宋史•黄师雍传》：“迁粮料院，又曰：‘料院与相府密迩，所以相处。’”,宋代官制辞典第375页,元丰二年六月九日，合马军、步军粮料院为诸军粮料院（《长编》卷280丙子、《事物纪原》卷7《粮料院》）。南宋沿置，冠以“行在”之名（《宋史•汪大猷传》、《宋会要•职官》27之57）。,,,,
,监行在诸军粮料院,,,,,,,,,,,,,,,宋代官制辞典第375页,,,,,
,干办行在诸军粮料院,,,,,,,,,,,,,,,宋代官制辞典第375页，宋代官制辞典第376页,,,,,
,分差建康府诸军粮料院,,,,,,,,,,,,,,,宋代官制辞典第376页,,,,,
,分差镇江府诸军、诸司粮料院,,,,,,,,,,,,,,,宋代官制辞典第376页,,,,,
,分差鄂州户部粮料院,,,,,,,,,,,,,,,宋代官制辞典第376页,,,,,
,总领四川财赋军马钱粮所干办行,,,,,,,,,,,,,,,宋代官制辞典第376页,,,,,
,总领四川财赋军马钱粮所干办行在分差户部鱼关粮料院,,,,,,,,,,,,,,①分差鱼关粮料院。《宋史•杨巨源传》：“分差鱼关粮料院，移监兴州合江赡军仓。”②四川总领所分差户部鱼关粮料院。《宋会要•职官》27之60：“四川总领所分差户部鱼关粮料院。……总领四川财赋军马钱粮所干办行在分差户部鱼关粮料院。”,宋代官制辞典第376页,,,,,
,分差粮料院,,,,,,,,,,,,,,,宋代官制辞典第376页,,,,,
,诸军专勾司,,,,,,,,,设勾当官（南宋改称干办）二员分左、右厅洽事（《合璧后集》卷49《审计院》）。,,,掌审检经诸军粮料院批勘的劵历，其所支拨俸禄的数目是否符合禄令法式，如有不当，即行纠正。经审计司勘过之券历，关会太府寺，即可于指定仓库支给月俸请给。郊祀赏赐则先发后审（《宋史•职官志》5《太府寺》、《朝野类要》卷5《勘过》、《合璧后集》卷49《审计院》）。,,诸军专司。《宋会要•职官》27之61《审计司》：“高宗建炎元年五月十一日，诏诸司专司、诸军专司，‘专’字下犯御名同音者，改作诸军、诸司审计司。”《合璧后集》卷49《审计院》：“旧为诸军、诸司专勾司，建炎元年避高宗御讳，改诸军、诸司审计司。”,宋代官制辞典第376页,北宋元丰二年六月九日，合马、步军专勾司为诸军专勾司，至南宋改称诸军审计司（《长编》卷298丙午、《宋会要•职官》27之61）。,,,,
,诸军审计司,,,,,,,,,,,,,,,宋代官制辞典第376页,,,,,
,干办行在诸军审计司,,,,,,,,,,,,,,干办诸军审计。《宋史•范应铃传》：“调提辖文思院，干办诸军审计。”《宋史•李性传传》：“嘉定四年举进士。历干办行在诸军审计司。”,宋代官制辞典第376页,,,,,
,诸司专勾司,,,,,,,,,设勾当官二员（南宋改称干办官），分左、右厅治事（《合璧后集》卷49《审计院》）。,,,上自宫禁朝廷文武百官下至斗食佐史，月给廪禄，都须将券历送粮料院批勘，然后由诸司专勾司按禄令法式审核数目，如有不当，即行纠之。经审计司勘过之券历，关会太府寺，即可于指定仓库支给月俸请给。郊祀赏赐则先发后审（《合璧后集》卷49《审计院》、《朝野类要》卷5《勘过》）。,,诸司专司。《宋会要•职官》27之61《审计司》：“高宗建炎元年五月十一日，诏诸司专司、诸军专司，‘专’字下犯御名同音者，改作诸军、诸司审计司。”《合璧后集》卷49《审计院》：“旧为诸军、诸司专勾司，建炎元年避高宗御讳，改诸军、诸司审计司。”,宋代官制辞典第376页，宋代官制辞典第377页,北宋元丰二年六月九日始置，至南宋建炎初改诸司审计司（《长编》卷298丙午、《宋会要•职官》27之61）。,,,,
,诸司审计司,,,,,,,,,,,,,,,宋代官制辞典第377页,,,,,
,监行在诸司审计司,,,,,,,,,,,,,,诸司审计司监官、监诸司审计司。《宋会要•职官》27之58：“诸司、诸军粮料院、审计司审计监官每遇阙官，逐兼权差，每月支钱三十贯。”《合璧后集》卷49《审计院•事类》：“辛次膺监诸司审计司。“《宋会要•职官》27之58：“监行在诸司审计司何汝能。”,宋代官制辞典第377页,,,,,
,干办行在诸司审计司,,,,,,,,,,,,,,诸司审计司干办官、干办诸司审计司。《两朝备要》卷2《六院官复入杂压》：“诸军、诸司审计司干办官各二员。”《宋史•李舜臣传》：“干办诸司审计司，迁宗正寺主簿。”《要录》卷133戊子：“干办行在诸司审计司鲍琚。”,宋代官制辞典第377页,,,,,
,专勾司,,,,,,,,,,,,,,①专勾。《咸淳临安志》卷8《诸司、诸军审计司》：“院旧曰专勾。”《合璧后集》卷49《审计院》：“旧名诸军、诸司专勾司。”②勾院。《宋会要•职官》57之58：”（政和七年）差张汝霖点检措置粮、勾院。”③专审司。《宋会要•职官》27之12：“（元丰二年）置两专审司，分领百官、诸军请受。”《长编》卷298元丰二年六月丙午：“置两专勾司，分勾百官、诸军请受。“④审计司。南宋史家，或用“审计司”称北宋“专勾司”以避讳。《宋会要•职官》27之15：“（元祐五年）勘会请给粮料院、审计司只行拖历批勘。”,宋代官制辞典第377页,,,,,
,审计司,,,,,,,,,,,,,,①审计。《朝野杂记》甲集卷10《六院官》：“检、鼓、粮料、审计、官告、进奏也。”《朝野类要》卷2《六院》：“登闻检院，登闻鼓院，官告院，都进奏院，诸军、司粮料院，两审计司，皆储材擢用之地。”②审计院。《合璧后集》卷49《审计院》：“旧内诸军、诸司专勾司，建炎元年避高宗御讳改诸军、诸司审计司。”③专计司。《宋会要•职官》27之14：“粮料院，诸司、诸军专计司⋯⋯旧隶三司。”,宋代官制辞典第377页,,,,,
,粮勾院,,,,,,,,,,,,,,,宋代官制辞典第377页,,,,,
,行在粮审院,,,,,,,,,,,,,,粮审院。《宋会要•职官》27之59：“行在粮审院所掌颁降到条格⋯⋯编类成册付粮审院。”,宋代官制辞典第377页,,,,,
,干办审计司,,,,,,,,,,,,,,,宋代官制辞典第377页,,,,,
,六院官,,,,,,,,,,,,,,六院。《朝野类要》卷2《六院》：“登闻检院、登闻鼓院、官告院、都进奏院、诸军司粮料院、两审计司皆储材擢用之地。”《朝野杂记》乙集卷13《六院官入杂压》：“登闻检、鼓院各一员，诸司、诸军干办官各一员，诸司、诸军审计司干办官各二员，官告院主管官二员，都进奏院监官二员。”,宋代官制辞典第377页，宋代官制辞典第378页,,,,,
,干办户部分差审计司,,,,,,,,,,,,,,干办户部分差计司。《宋会要•职官》27之59：“黄尚文兼干办户部分差计司。”同前书27之62：“淮西总领所通判池州黄尚文兼干办户部分差审计司。”,宋代官制辞典第378页,,,,,
,鄂州、建康、镇江分差粮审院,,,,,,,,,,,,,,,宋代官制辞典第378页,,,,,
,行在省仓上界,,,,,,,,,,,,,,,宋代官制辞典第378页,,,,,
,行在省仓中界,,,,,,,,,,,,,,,宋代官制辞典第378页,,,,,
,行在省仓下界,,,,,,,,,,,,,,,宋代官制辞典第378页,,,,,
,丰储仓,,,,,,,,,,,,,,,宋代官制辞典第378页,,,,,
,编套二局,,,,,,,,,,,,,,,宋代官制辞典第378页,,,,,
,编估局,,,,,,,,,初由左藏库监中门官兼，绍兴九年后专设监官一员。吏额有手分二人（《宋会要•职官》27之70、《合璧后集》卷50《编估打套局》）。,,,广东、福建、浙江三路市舶司发到香药、货物，并诸州军起发到无用赃物如衣服之类，先交左藏东、西库收纳，然后经编估局编类、分拣，定出等第与名目，估出价格，申尚书省金部、太府寺复估，又经金部提振郎中厅审验，然后下打套局打套拍卖（《宋会要•食货》56之6）。,,编估。《梦粱录》卷9《六院四辖》：“封桩所积，编估以时其值。”《宋史•职官志》5《太府寺》：“编估局、打套局，二局系拣选市舶香药、杂物等第，会其直以待贸易。”,宋代官制辞典第378页,南宋绍兴七年正月二十八日，始见有“编估”职事，八年五月二十六日已见有编估局之称（《宋会要•职官》27之70、《宋会要•食货》56之6）。,,,,
,打套局,,,,,,,,,初由交引库监官与太府寺丞兼监官，绍兴八年后，专设监打套局官一员。吏额有库经司一人、监编估、打套局门官一人（《宋会要•职官》27之70）。,,,收接编估局估价出卖的市舶香药、杂物，并依据金部、太府寺复审所下的估帐符（正式公文），一一登记、编排、打套拍卖（《宋会要•职官》27之90）。,,打套。《梦粱录》卷9《六院四辖》：“封桩所积，编估以时其值，打套以籍其数，而就售焉。”《宋史•职官志》5《太府寺》：“编估局、打套局，二局系拣选市舶香药杂物等第，会其直以待贸易。”,宋代官制辞典第378页，宋代官制辞典第379页,南宋绍兴七年正月二十八日，始见有“打套”职事，八年五月二十六日，已见有“打套局”之名（《宋会要•食货》56之6）。,,,,
,库经司,,,,,,,,,,,,,,,宋代官制辞典第379页,,,,,
,寄桩库,,,,,,,,,,,,,,,宋代官制辞典第379页,,,,,
