类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,右街都监,,,,,,,,,,,,,,都监。《宋大诏令集》卷224《改定道阶等御笔手诏》：“道官九等，总司教事，都监之名，既已非正，又非别于道录，不称司存之目……左街都监、右街都监、左街副都监、右街副都监。”,宋代官制辞典第356页,,,,,
,签书右街道录院事,,,,,,,,,,,,,,,宋代官制辞典第356页，宋代官制辞典第357页,,,,,
,左街副都监,,,,,,,,,,,,,,都监。《宋大诏令集》卷224《改定道阶等御笔手诏》：“道官九等，总司教事，都监之名，既已非正，又非别于道录，不称司存之目……左街都监、右街都监、左街副都监、右街副都监。”详参“左街都监”条。,宋代官制辞典第357页,,,,,
,同签书左街道录院事,,,,,,,,,,,,,,,宋代官制辞典第357页,,,,,
,右街副都监,,,,,,,,,,,,,,都监。《宋大诏令集》卷224《改定道阶等御笔手诏》：“道官九等，总司教事，都监之名，既已非正，又非别于道录，不称司存之目……左街都监、右街都监、左街副都监、右街副都监。”,宋代官制辞典第357页,,,,,
,同签书右街道录院事,,,,,,,,,,,,,,,宋代官制辞典第357页,,,,,
,道官,,,,,,,,,,,,,,,宋代官制辞典第357页,,,,,
,提点中太一宫所,,,,,,,,,,,,掌本宫屋字、器用仪物，斋宫、器用仪物，陈设币帛之事（《宋会要职官》25之2）。,,,宋代官制辞典第357页,西汉有太一祠，宋代称太一宫。太一宫有五：东、南、中、西、北太一宫。太平兴国六年十月始建东太一宫，后每隔四十五年建一宫。至熙宁五年建中太一宫于京师，归五岳观，设提点官，置提点所（《事物纪原》卷7、《宋东京考》卷12）。,,,,
,提点建隆观所,,,,,,,,,,,,掌本道观殿字、斋宫、器用仪物及陈设之事（《宋史•职官志》5《鸿胪寺》）。,,,宋代官制辞典第357页,后周显德问置太清观于开封。北宋太祖篡位改元建隆，于是改名建隆观，观内设道士住持。后设提点官、置所。,,,,
,提点资圣院所,,,,,,,,,,,,掌本院屋宇、斋宫、器用仪物及陈设币帛等事（《宋会要•职官》25之2）。,,,宋代官制辞典第357页,北宋真宗天禧五年，为抵抗辽军入侵而阵亡之将士追福，特置是院，次年建成。设提点官，置司。,,,,
,提点崇真资圣禅院所,,,,,,,,,,,,掌本院屋宇、斋宫、器用仪物及陈设等事（《宋会要•职官》25之2）。,,七公主院。《宋东京考》卷16《崇真院》：“俗称七公主院。”《长编》卷72大中祥符二年八月癸卯：“封皇第八妹陈国长公主为吴国长公主，出家号报慈正觉大师，名清裕，所居院日崇真资圣。”,宋代官制辞典第357页,宋初已有此尼姑院。大中祥符二年八月，太宗女、陈国长公主出家为尼，居崇真资圣院，赐号报慈正觉大师。设提点官，置提点官所（《事物纪原》卷7《崇真院》、《宋史•公主传》）。,,,,
