类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,西京外宗正司,,,,,,,,,知西京外宗正司事一人，西外宗正丞（由所在州通判兼）一人，西外宗正主簿（由所在州幕职官兼）一人，教授一人。人吏有书吏、贴司等名目。所辖司库，有财用司、敦宗院、亲睦仓库（《宋会要•职官》20之37、38、39）。,,,掌西外敦宗院居住的袒免亲以下两世无官、孤遗宗子、宗女、宗妇等聚集、教导，及纠正违失事（《宋会要•职官》20之30）。,,①西外。《周文忠公全集》卷142《奏议》卷9《论宗官》：“却依南外、西外体例，择文臣老成通练者一员为同知大宗正事。”《朱子语类》卷111《论财》：“徽宗以宗室众多，京师不能容，故令秦王位下子孙出居西京，谓之‘西外’。”《宋史•职官志》4《大宗正司》：“崇宁三年（元年之误），置南外宗正司于南京，西外宗正司于西京。”②西外司。《宋会要•职官》20之40：“双月送西外司，只月送南外司。”“依已降指挥分送西、南外宗正司。”③西外宗正司。北宋时正称西京外宗正司，南宋时多称西外宗正司。《宋史•职官志》4《大宗正司》：“置西外宗正司于西京。”《宋会要•职官》20之36：“（政和六年）西京外宗正司奏。”,宋代官制辞典第321页，宋代官制辞典第322页,北宋崇宁元年（1102）十一月十二日，始置于西京河南府（今河南洛阳）。南宋初，经扬州向南流亡。绍兴元年移司湖州。绍兴五年置司福州（《玉海》卷130《崇宁外宗正司》、《宋会要•职官》20之34）。,,,,
,外宗正司,,,,,,,,,,,,,,,宋代官制辞典第322页,,,,,
,西南两外宗正司,,,,,,,,,,,,,,①西南两外宗司。同前书卷：“西南两外宗司相去不远。”②两外宗司。同前书20之30：“近诏大宗正司选择、保明宗室两员，代西、南两外宗司见任人臣。窃谓两外宗司本以训饬同姓使知礼义而表率。”③西南外两司。《宋会要•职官》20之41：“西南外两司可移其一于蜀。”,宋代官制辞典第322页,,,,,
,知南外宗正事,,,,,,,,,,,,,,①南外宗正。《夷坚乙志》卷3《赵士珖》：“徐择之丞相居睢阳，与南外宗正仲葩善。”《宋会要•职官》20之19：“知南外宗正事、泉州观察使赵士珸。”②知南外。《玉海》卷130《崇宁外宗正司》：“子游知南外，自是两宗官率多用文臣。”,宋代官制辞典第322页,,,,,
,知西外宗正事,,,,,,,,,,,,,,知西外。《玉海》卷130《崇宁外宗正司》：“命士𧘌知西外。”《宋会要•职官》20之39：“知西外宗正事士慷。”,宋代官制辞典第322页,,,,,
,知宗,,,,,,,,,,,,,,,宋代官制辞典第322页,,,,,
,判西外宗正事,,,,,,,,,,,,,,,宋代官制辞典第322页,,,,,
,外宗正丞,,,,,,,,,,,,,,宗丞。《宋会要•职官》20之40：“绍兴府主管财用、宗丞各减一员。”同前书20之39：“通判福州、权西外宗正丞郭三成。”,宋代官制辞典第322页,,,,,
,外宗正主簿,,,,,,,,,,,,,,宗簿。《宋会要•职官》20之39：“诸外宗正丞以本州通判、簿以职官兼领。……本司见阙宗簿一员。”,宋代官制辞典第322页,,,,,
,财用司,,,,,,,,,官额有管勾（南宋称主管）宗室财用官、指使，每司各置二员。吏额有军典等名目（《宋会要•职官》20之38、40）。,,,掌本宗正司官吏及所属宗室成员逐月请给钱粮，并有关修治住房等财用事（《宋会要•职官》20之38）。,,,宋代官制辞典第322页,南外、西外两宗正司财用司，于北宋崇宁元年创建宗司时并置。绍兴府宗正行司于绍兴元年建司时亦置财用司。西、南两外宗正司财用司罢于绍兴元年九月十九日（《宋会要•职官》20之37、38）。绍兴府宗正行司财用司与行司共始终（《宋会要•职官》20之40）。,,,,
,管勾宗室财用,,,,,,,,,,,,,,,宋代官制辞典第322页,,,,,
,指使,,,,,,,,,,,,,,,宋代官制辞典第323页,,,,,
,军典,,,,,,,,,,,,,,,宋代官制辞典第324页,,,,,
,敦宗院,,,,,,,,,①官额有：管公（南宋称主管）敦宗院，文、武臣各一员，教授一员，监敦宗院门一人。吏额：吏人二，监门下军典一（《宋会要•职官》20之37、38）。②所收宗室，据绍兴元年统计：泉州南外敦宗院宗子一百二十人，宗女一百二十六人，宗妇七十八人，所生母十三人；福州西外敦宗院宗子九十五人，宗女四十九人，宗妇三十人，所生母二人（《宋会要•职官》20之37）。③田产、房产，据宣和二年（1120）统计，南京（南外）敦宗院有田四万四千顷，房廊二万三千六百余间。西京（西外）敦宗院于崇宁元年（1102）初建时拨田一万顷（《宋会要•职官》20之36、34）。,,,收聚、安置、纠察太祖、秦王袒免亲两世以下贫而无官者宗室成员，后并收养袒免亲孤（无父母及祖父母）、遗（丈夫殁及无子孙）宗女（《宋会要•职官》20之34、36，参《朱子语类》卷111《论财》）。,,①塍宗院。避讳称。《玉海》卷130《崇宁外宗正司、睦宗院》：“崇宁元年十一月十二日，诏西京、南京置厚宗院，淳熙十六年改睦宗院。”《宋史•徽宗纪》1：“（崇宁元年）十一月癸巳，置西、南两京宗正司及敦宗院。”淳熙十六年二月，光宗赵惇即位，改敦宗院为睦宗院。《合璧后集》卷47《大宗正门》：“光宗即位，改为睦宗院。”②厚宗院。光宗朝以后南宋史家，提及孝宗朝以前敦宗院，避“惇”字之讳，改称“厚宗院”。,宋代官制辞典第323页,北宋崇宁元年十一月十二日，西京、南京各置外宗正司同时，分别置敦宗院。大观三年三月二十三日罢，政和二年七月八日复置。南宋时，两京敦宗院随所隶宗正司移往泉州、福州等地（《宋史•徽宗纪》1，《宋会要•职官》20之35、38）。,,,,
,西京敦宗院,,,,,,,,,,,,,,①河南府敦宗院。北宋西京在河南府，故有此称。《宋会要•职官》20之35：“河南府、应天府敦宗院宗室亦合于大宗正司取索。”《十朝纲要》卷16崇宁元年十一月：“癸巳，诏西、南两京置宗正司及敦宗院。”《九域志》卷1《西京》：“西京，河南府，河南郡。”②西外敦宗院。此为西外宗正司下敦宗院之意，南宋用此称。《宋会要•职官》20之4：“西外敦士衎又言：‘西外敦宗院都尊长文之供职及十年。’”详参“敦宗院”条。,宋代官制辞典第323页,,,,,
,南京敦宗院,,,,,,,,,,,,,,①应天府敦宗院。北宋南京在应天府，故有此称。《宋会要•崇儒》20之35：“河南府、应天府敦宗院室。”《九域志》1《南京》：“南京，应天府，睢阳郡。”②南外敦宗院。南外宗正司下敦宗院之意，南宋时习用南外敦宗院之称。《宋会要•职官》20之38：“西、南外敦宗院，为孤遗、无官宗子属籍。”同前书20之39：“南外宗正司敦宗院都尊长赵子立孛。”③南敦宗院。同前书20之36：“南敦宗院有田四万四千顷，房廊二万三千六百余间。”详参“敦宗院”条。,宋代官制辞典第323页,,,,,
,两京敦宗院,,,,,,,,,,,,,,①西、南外敦宗院。南宋时已不称两京敦宗院，而便称西、南外敦宗院。《宋会要•职官》20之38：“建炎初登极大赦，数内、西、南两京无官宗子往往收执敦宗院。”②应天府、河南府敦宗院。同前书20之35：“应天府、河南府敦宗院宗室合修纂事迹。”③两敦宗院。宋代曾置三敦宗院，即除两京敦宗院外，还有保州敦宗院。两敦宗院通指两京敦宗院。《宋会要•职官》20之35：“（崇宁五年）南京外宗正司取索两敦宗院有无愿居京师之心。⋯⋯（大观）二年八月二十二日诏保州皇族子孙……置敦宗院。”,宋代官制辞典第323页,,,,,
,保州敦宗院,,,,,,,,,,,,,,,宋代官制辞典第323页，宋代官制辞典第324页,,,,,
,管勾敦宗院,,,,,,,,,二人，文官、武官各一员（同前书卷）。,,,掌管理所在院宗室出入之限、外交之禁，及本敦宗院应施行职事。,,主管敦宗院。南宋时改称“管勾”为“主管”。《宋会要•职官》20之4：（绍兴二十二年）南外宗正司官吏数内，主管敦宗院官二员。”同前书20之34：“（崇宁元年）先自西京为始，每处置敦宗院，差文臣一员、武臣一员管干（勾）。”,宋代官制辞典第324页,北宋崇宁元年十一月十二日，诏于西京、南京置敦宗院，并各置管勾官，是为之始。南末改称主管敦宗院（《宋会要•职官》20之34）。,,,,
,监敦宗院门,,,,,,,,,,,,,,监门官。《宋会要•职官》20之40：“裁减南外宗正司官吏数内，主管敦宗院官二员，监门官二员，各留一员。”同前书20之37：“（南外宗正司）敦宗院监门官王德……。（西外宗正司）监敦宗院门路辟。”,宋代官制辞典第324页,,,,,
,敦宗院教授,,,,,,,,,,,,,,①宗教。《合璧后集》卷47《两外宗教》：“大观元年，南外敦宗院大学教授张戣，以宗子释褐，教养有方，特转一官。是时距置敦宗院才五年，意宗教必置于崇宁之初。……中兴后置宗教。”②教官。《宋会要•职官》20之38：“（绍兴二年）知南外宗正事赵令愿言：‘敦宗院许置教授一员，教导宗子。’……诏依西外敦宗院许置教官。”,宋代官制辞典第324页,,,,,
,都尊长,,,,,,,,,,,,,,,宋代官制辞典第324页,,,,,
,尊长,,,,,,,,,,,,,,,宋代官制辞典第324页,,,,,
,玉牒所,,,,,,,,,①大中祥符九年后，设修玉牒官一至二员（《宋会要•职官》20之55）。②元丰新制，宗正寺官咸预纂修，以侍从官提举。徽宗朝，改以宰臣提举（《长编》卷390己酉、《宋会要•职官》20之57）。③南宋以宰辅官一员或二员提举，侍从官一员兼修玉牒官，宗正寺官（自卿或少卿至丞、簿）均预纂修。又有玉牒所检讨官，或置或否（《咸淳临安志》卷6《玉牒所、宗正寺》）。南宋时分案五，吏人有点检文字等十人（《宋会要•职官》20之55）。,,,修《太宗皇帝玉牒》、《真宗皇帝玉牒》等本朝历代皇帝玉牒。凡《皇帝玉牒》，按编年体，具载皇帝在位年月日、年号、历数，并系以朝廷政令、疆域户口，丰凶祥瑞之因草（《咸淳临安志》卷6《玉牒所、宗正寺》、《要录》卷145辛丑）。,,玉牒局。徽宗朝不称“所”而称“局”，并冠以所修“某皇帝玉”之名。《宋会要•职官》20之57：“政和二年十二月八日，诏《神宗皇帝玉牒》局官吏，可依下项。”,宋代官制辞典第324页,唐朝太和二年（828）六月已置修玉牒官，隶宗正寺（《唐会要》卷65《宗正寺》）。北宋修玉牒设官置局始于太宗至道元年（《宋史•职官志》4《玉牒所》）。大中祥符八年建玉牒殿、属籍堂。徽宗朝始以宰臣提举。其制日臻完备。南宋初停罢，绍兴十二年五月九日复置所，以宰辅提举（《宋会要•职官》20之55、57、58，《要录》卷145辛丑）。,,,,
,提举编修玉牒,,,,,,,,,,,,,,玉牒所提举官。《宋会要•职官》20之46：“玉牒所提举官并进读。”同前书20之43：“右丞相留正提举编修玉牒。”,宋代官制辞典第324页,,,,,
,提领编修玉牒,,,,,,,,,,,,,,,宋代官制辞典第324页，宋代官制辞典第325页,,,,,
,修玉牒官,,,,,,,,,,,,,,玉牒官。《宋会要•职官》20之46：“玉牒所提举官并进读，玉牒官稍前立。”《要录》卷149丙午：“中书舍人、兼修玉牒官杨愿试给事中。”,宋代官制辞典第325页,,,,,
,玉牒所检讨官,,,,,,,,,,,,,,检讨官。《咸淳临安志》卷6《玉牒所、宗正寺》：“（绍兴）十二年，玉牒所建局。诏以宰臣一员提举，从官一员兼修，又有检讨官，亦以它官兼。“《宋史•余天锡传》：“嘉定十六年举进士。……迁权吏部侍郎兼玉牒所检讨官。”,宋代官制辞典第325页,,,,,
,玉牒所玉牒殿主管香火,,,,,,,,,,,,,,,宋代官制辞典第325页,,,,,
,干办玉牒所玉牒殿,,,,,,,,,,,,,,,宋代官制辞典第325页,,,,,
,专副,,,,,,,,,,,,,,,宋代官制辞典第325页,,,,,
,库子,,,,,,,,,,,,,,,宋代官制辞典第325页,,,,,
,宗官,,,,,,,,,,,,,,,宋代官制辞典第325页,,,,,
,宗职,,,,,,,,,,,,,,,宋代官制辞典第325页,,,,,
