类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,典计,,,,,,,具体官品失载，盖介于司计（正七品）与掌计（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司计、典计、掌计》）。,,二人。,,,为司计官之佐贰。,,,宋代官制辞典第23页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌计,,,,,,,正八品，位次于典计（《宋会要•后妃》4之3）。,,三人。,,,与典计同为司计官之佐贰。,,,宋代官制辞典第23页,隋炀帝时始置（《北史•后妃传》上）。宋朝见于仁宗天圣《内命妇品职令》。,,,,
,女史,,,,,,,流外，无品（《宋会要•后妃》4之2《内职》）。,,宋朝六尚书、二十四司定编女史98人（详参二十四各条及“司正”条）。,,,掌后宫女官各局、司中之文书。,,,宋代官制辞典第23页,始见于《周礼》。《周礼•天官冢宰》：“女史八人。”掌王后之礼职。《周礼•春官宗伯》：“女史二人。”掌书写文书。作为后宫女职员，隋炀帝所设六司二十四司内，各已置女史，多少无定员。唐朝内官六局二十四司沿置，各有定员，均掌宫中文书事（《北史•后妃传》上、《新唐书•百官志》二）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,宫正,,,,,,,官品不明。位于司正（正七品）之上（《宋会要•后妃》4之3）。,,一人。,,,总掌宫内格、式，总裁违法处罚事。,,,宋代官制辞典第23页，宋代官制辞典第24页,始见于《周礼•天官》，掌王宫之戒令、纠察。唐时复置，为内官（《六典》卷12《内官》）。宋朝于真宗时始置（《宋会要•后妃》4之1）。,,,,
,司正,,,,,,,,,,,,,,,宋代官制辞典第24页,隋炀帝时始置，掌格式、推鞫与处罚宫人事，但其时为尚官下属。入唐、宋，独立于六尚二十四司之外（《北史•后妃传》上）。宋朝始置于真宗时（《宋会要•后妃》4之1）。,,,,
,内宰,,,,,,,官品不明，位于副宰与六司官之上（《宋诏令》卷21《改定尚书内省职掌御笔》）。,,二人。吏员有都事六人，主事六人，录事十二人、令史十二人、书令史二十四人、书史二十四人。,,,总领尚书内省六司事。,,,宋代官制辞典第24页,始见于《周礼•天官》，宋朝于政和三年（1113）五月始设。,,,,
,副宰,,,,,,,官品不明。位于内宰之下、六司之上（《宋诏令》卷21《改定尚书内省职掌御笔》）。,,四人。,,,辅佐内宰总领六司。,,,宋代官制辞典第24页,与内宰设置时间同。,,,,
,尚书内省六司,,,,,,,,,,,,,,,宋代官制辞典第24页,,,,,
,司治,,,,,,,官品不明。司治位尚书内省六司之首（《宋诏令》卷21《改定尚书内省职掌御笔》）。,,内史一人，为长官。治中一人，官员。吏额有令史二人，书令史四人，书史六人。,,,掌受尚书省吏部所上奏事。视吏部职事。,,,宋代官制辞典第24页,政和三年五月始置。,,,,
,司教,,,,,,,其官品不明。位居尚书内省司治之下、司仪上（《宋会要•后妃》4之11）。,,内史一人，为长官。治中一人，官员。吏额有令史二人，书令史四人，书史六人。,,,掌受尚书省户部所上奏事。视尚书省户部职事。,,,宋代官制辞典第24页,政和三年五月始置。,,,,
,司仪,,,,,,,官品不明。在尚书内省六司中，位于司教之下、司政之上（《宋会要•后妃》4之11）。,,内史一员，为长官。治中一人，为官员。吏额有令史二人、书令史四人，书史六人。,,,掌受尚书省礼部所上奏事，视尚书省礼部职事。,,,宋代官制辞典第24页,政和三年五月始置。,,,,
,司政,,,,,,,官品不明，在尚书内省六司中，位居司仪之下，司宪之上（《宋诏令》卷21《改定尚书内省职掌御笔》）。,,内史长官，一人。治中一人，官员。吏额有令史二人、书令史二人，书史二人。,,,掌受尚书省兵部所上事，视尚书省兵部职事。,,,宋代官制辞典第24页,政和三年五月始置。,,,,
,司宪,,,,,,,官品不明，在尚书内省六司中，位于第五，仅高于司缮（《宋诏令》卷21《改定尚书内省职掌御笔》）。,,内史为长官，一人。治中一人，官员。吏额中有令史二人、书令史二人、书史四人。,,,掌受尚书省刑部所上事，视尚书省刑部事。,,,宋代官制辞典第24页,政和三年五月始置。,,,,
,司缮,,,,,,,官品不明。位于尚书内省六司之末（《宋诏令》卷21《妃嫔》1《改定尚书内省职掌御笔》）。,,内史一人，长官。治中一人，官员。吏额有令史二人、书令史二人、书史四人。,,,掌收受尚书省工部所上事，视尚书省工部职事。,,,宋代官制辞典第24页,政和三年五月始设。,,,,
,内史,,,,,,,官品不明，位次于内宰、副宰，高于治中（《宋诏令》卷21《改定尚书内省职掌御笔》）。,,每司一员，尚书内省六司共六员。,,,尚书内省六司之司长，即各领所在司之司事。如司治内史，掌领司治事；司教内史，掌领司教事……，以此类推。,,,宋代官制辞典第24页，宋代官制辞典第25页,西周昭王时已有此官。《井侯𣪘》：“王令荣眔内史曰：”（《三代吉金文存》六•五四，三）《尚书•酒诰》：“内史友。”宋朝于政和三年始设。,,,,
,治中,,,,,,,官品不明。位于内史之下（《宋诏令》卷21《改定尚书内省职掌御笔》）。,,尚书内省六司逐司一人。如司治治中等。,,,为内史之佐贰。,,,宋代官制辞典第25页,东汉有治中从事，为州刺史助理（《后汉书•百官志》5《州郡》）。然正称治中，始于唐武德年间（《旧唐书•职官志》3《州县官员》），后避唐高宗李治讳，改称司马。宋朝于州司马之外，于尚书内省设治中女官，则始于徽宗政和三年。,,,,
,宫人,,,,,,,,,,,,,,内人。《宋会要•后妃》4之7：“诏内人张氏特授典赞。“《宋史•钦宗纪》：“（靖康二年）金人以帝及皇后、皇太子北归。……天下州府图书及官吏、内人、内侍、技艺、工匠、娼优、府库蓄积，为之一空。”,宋代官制辞典第25页,,,,,
,侍儿,,,,,,,,,,,,,,,宋代官制辞典第25页,,,,,
,祗候人,,,,,,,,,,,,,,,宋代官制辞典第25页,,,,,
,御侍,,,,,,,,,,,,,,侍御。《宋史•后妃传》下：“韦贤妃，开封人，高宗母也。初入宫，为侍御。”《宋会要•后妃》4之1：“改祗候人为御侍。”,宋代官制辞典第25页,,,,,
,侍御行首,,,,,,,,,,,,,,,宋代官制辞典第25页,,,,,
,殿直,,,,,,,,,,,,,,小殿直。《铁围山丛谈》卷1：“内官之贵者，则有曰‘御侍’，曰‘小殿直’。”《宋会要•后妃》4之13：“殿直王氏、文氏、邢氏、吴氏、李氏、王氏，并与转听宜。”,宋代官制辞典第25页,,,,,
,押班殿直,,,,,,,,,,,,,,押班。《宋史•后妃传》下：“王贵妃，与郑后俱为押班，徽宗立，封平昌郡君，进位至贵妃。”《铁围山丛谈》卷1：“小殿直皂软巾裹头，紫叉襕窄衫，金束带，而作男子拜，乃有都知、押班、上名、长行之号。”《宋会要•后妃》4之1：“真宗置宫正、司籍⋯⋯御侍行首、押班殿直、散直行首。”,宋代官制辞典第25页,,,,,
,乐使,,,,,,,,,,,,,,,宋代官制辞典第25页,,,,,
,仙韶使,,,,,,,,,,,,,,,宋代官制辞典第25页,,,,,
,乐使副使,,,,,,,,,,,,,,,宋代官制辞典第25页,,,,,
,仙韶副使,,,,,,,,,,,,,,,宋代官制辞典第25页,,,,,
,管勾仙韶公事,,,,,,,,,,,,,,主管仙韶。南宋人避高宗讳，追改管勾为主管。《宋史•职官志》三《官告院》：“销金大花五色罗纸一等。……主管仙韶用之。”,宋代官制辞典第25页,,,,,
,大监,,,,,,,,,,,,,,太监。《分纪》卷25《内官》：“太宗置尚宫及太监，并知内省事。”,宋代官制辞典第25页，宋代官制辞典第26页,,,,,
,衣服,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,梳篦,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,枕被,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,司给,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,司寝,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,汤药,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,掌灯火,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,弟子,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,直笔,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,尚字直笔,,,,,,,,,,,,,,直笔尚字。《宋会要•后妃》4之20：“主管大内公事、直笔尚字王氏，封永嘉郡夫人、知尚书内省事。”,宋代官制辞典第26页,,,,,
,司字直笔,,,,,,,,,,,,,,直笔司字。《宋会要•后妃》4之16：“直笔司字吕氏除知尚书省事。”,宋代官制辞典第26页,,,,,
,典字直笔,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,散直,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,散直行首,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,散直都行首,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,乐长,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,主管大内公事,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,提举十阁分,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,辇头,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,引客,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,直阁,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,直门,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,直仗,,,,,,,,,,,,,,,宋代官制辞典第26页,,,,,
,监班,,,,,,,,,,,,,,,宋代官制辞典第26页，宋代官制辞典第27页,,,,,
,宫正直笔,,,,,,,,,,,,,,,宋代官制辞典第27页,,,,,
,承宣,,,,,,,,,,,,,,,宋代官制辞典第27页,,,,,
,知书省,,,,,,,,,,,,,,书省。《宋会要•后妃》4之15：”（绍兴）三十二年，诏书省张氏特与转听宣。”,宋代官制辞典第27页,,,,,
,红霞帔,,,,,,,无品秩。但为宫人迁移之阶。自红霞帔而上，即可转入掌字阶（二十四掌），始入流品。《宋诏令》卷22《随龙任氏可并封掌字制》：“宫官内掌字而上，始预品秩，盖未尝轻授也。”红霞帔高于紫霞帔一阶。,,,,,,,红帔。《宋会要•后妃》4之14：“紫霞帔宋氏转与红帔。”,宋代官制辞典第27页,宋初有裙帔名号，用于封赐女官。至神宗朝始见有霞帔之名。“红霞帔”之称始见于哲宗朝元符三年（《宋会要•后妃》4之1、6、8）。,,,,
,紫霞帔,,,,,,,无品。但为宫人迁移之阶。《宋会要•后妃》4之17：”（绍兴）十年九月二十七日，（吴氏）为紫霞帔，十三年六月转红帔。”,,,,,,,,宋代官制辞典第27页,霞帔之称，始于神宗（《宋会要•后妃》4之6）。霞帔分“红”、“紫”二等。哲宗元符三年已有红霞帔之称。南宋时，紫霞帔为常见之宫人名号（参见“红霞帔”条）。,,,,
,未出请受官身,,,,,,,,,,,,,,,宋代官制辞典第27页,,,,,
,乳母,,,,,,,,,,,,,,,宋代官制辞典第27页,汉唐已有乳母之名。“汉唐封乳母为夫人”（《宋会要•后妃》3之33《乳母》）。乳母有禄赐。如所遇皇子升为皇帝者，更为显贵，至封国夫人、得谥号。《宋会要•后妃》3之29：“太宗至道三年八月十七日，封乳母齐国夫人刘氏为秦国延寿保圣夫人。”,,,,
,内谒者,,,,,,,,,,,,守皇帝寝宫门，掌传达通报内外事，贴近皇帝（《宋史•宦官•李舜举传》）。,,①谒者。《宋史•李舜举传》：“英宗立，奏事京师，会帝不豫。内谒者止之宫门。舜举曰：‘天子新即位，使者从边方来，不得一见而去，何以慰远人？’谒者以闻，亟召对，帝意良悦。”②女谒。《宋史•外戚•张尧佐传》：“过不在陛下，在女谒、近习与执政大臣也。”,宋代官制辞典第27页,战国时齐、秦等已置，掌传达王命或大臣之命，以宿卫士充（《史记•范雎蔡泽列传》、《战国策•齐策》1、4，《列女传》卷6）。宋代置内谒者，由宫女充。,,,,
