类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,御史台检法官,,,,,,,从八品（《宋会要•职官志》17之3）。位在御史台主簿之上（《宋会要•职官志》8《绍兴以后合班之制》）。,,一人（《宋史•职官志》4《御史台•检法》）。,,,检照适用的法律条文，并于台官运用时予以审察（《合璧后集》卷35《御史台检法官》）。,,①台法。全称应为御史台检法。《合璧后集•目录》卷25《台官门》：“御史中丞⋯⋯监察御史台簿台法。”《合璧后集》卷25《御史台》：“御史中丞”、“侍御史”、“殿中侍御史”、“监察御史”、“御史台主簿”、“御史台检法”。②检法官。《宋史•陈良翰传》：“荐为检法官，迁监察御史。”《宋史•郑瑴传附王庭秀》：“荐为御史台检法官。”,宋代官制辞典第423页,宋初刑部、大理寺、三司均置检法官，而御史台迟至熙宁十年（1077）才置（《合璧后集》卷25《御史台检法》）。南宋沿置（《宋会要•职官）55之26）。,,,,
,御史台主簿,,,,,,,宋初因唐制，从七品下；元丰改制后从八品（《宋会要•职官》17之3）。,,一人（《宋史•职官志》4《御史台》）。,,,掌收受文书及本台簿书、钱谷；宋前期并参与推勘刑狱公事（《合壁后集》卷25《御史台主簿》、《宋会要•职官》55之1）。,,①台簿。全称应为御史台主簿。《长编》卷188辛巳：“张诜讥讽，时为台簿知之。”《合璧后集•目录》卷25《台官门》：“台簿台法。”同前书卷25《御史台》：“御史台主簿”、“御史台检法”。②台主簿。《长编》卷304甲子：“李定请增置台主簿一员。”《合璧后集》卷25《御史台》：“御史台主簿本朝于幕职官选强明公干者二人充台主簿，掌推勘公事。”,宋代官制辞典第423页,汉御史大夫寺曾辟署主簿（《唐六典》卷13《御史台》）。御史台主簿始于隋炀帝大业三年（607）（《隋书•百官志》下）。宋沿置。,,,,
,御史台五使,,,,,,,,,,,,,,五使。《宋会要•职官》17之9：“台案有内外弹、杂事、四推、五使、六察。”同前书55之5：“咸平六年四月，诏御史台定职掌四十七人。见行五使右巡、左巡、监祭、廊下、监香使，每入阁、国忌临时差。”,宋代官制辞典第423页,,,,,
,右巡使,,,,,,,,,,,,凡朝会，于殿中纠察文官之不如法者，及文官常参官班簿、请假、禄料（《石林燕语》卷10、《宋史•职官志》4《御史台》）。,,①巡使。右巡使、左巡使均可省称巡使。《石林燕语》卷10：“有御史为巡使者，法当独立于殿庭之南，北向，以察百官失仪。”《玉海》卷121《祥符御史台》：“又有左、右巡使，分纠违失。”②右巡。《宋会要•职官》55之1：“又有左、右巡使，掌朝廷纪纲、分纠违失及文武常参班簿、禄料、假告。凡文官违失，右巡主之。”,宋代官制辞典第423页，宋代官制辞典第424页,唐殿中侍御史分知京城内左、右巡察。开元初至天宝末置御史左、右巡使（《国史补》、《唐会要》卷60《殿中侍御史》）。宋前期沿置，差殿中侍御史充，元丰改制罢（《通考•职官》7《御史台》）。,,,,
,左巡使,,,,,,,,,,,,,,左巡。《宋会要•职官》55之1：“凡武官违失，左巡主之。”,宋代官制辞典第424页,,,,,
,监祭使,,,,,,,,,,,,,,监祭。《宋会要•礼》14之7：“旧制，差监察一员充监祭。”《宋会要•职官》17之1：“凡祭祀则兼监祭使。”,宋代官制辞典第424页,,,,,
,廊下使,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,监香使,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,台案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,内弹案,,,,,,,,,,,,,,内弹。《宋会要•职官》17之9：“故事：台案有内、外弹。”同前书55之5：“御史台定职掌（吏人）四十七人，……所掌肉弹六案，百司、待制、两县三案仍旧外，新赐、职田、六品三案不行。”,宋代官制辞典第424页,,,,,
,百司案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,待制案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,两县案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,新赐案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,职田案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,六品案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,外弹案,,,,,,,,,,,,,,外弹。《宋会要•职官》17之9：“故事：台案有内、外弹。”同前书55之5：“外台三案，刑狱、色役二案见行，六品一案不行。”,宋代官制辞典第424页,,,,,
,刑狱案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,色役案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,杂事案,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,前司,,,,,,,,,,,,,,,宋代官制辞典第424页,,,,,
,驱使官,,,,,,,,,,,,,,,宋代官制辞典第424页，宋代官制辞典第425页,,,,,
,推司,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,四推令史,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,四推书吏,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,书写人,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,主管班次,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,引赞官,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,知班官,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,贴司,,,,,,,,,,,,,,,宋代官制辞典第425页,,,,,
,西京留守司御史台,,,,,,,,,①初，管勾留台事一人，知河南府兼管勾一人。如三品以上官充任，则称判留台事。②熙宁二年十二月二十五日，增管勾官或权判一员。吏额有令史、驱使官、知班等（《宋会要•职官》17之38、39）。,,,初为前执政官休老养病之所，除国忌例行拜表行香公事之外，实无所事事；所谓纠举郡政遗失，亦多不举行。熙宁二年十二月后，留台增员，用以安排不拥护新法而退下的监司以上官员，如司马光判台十七年，已非宋初优老之制（《宋会要•职官》17之39、《石林燕语》卷4）。,,①留台。《石林燕语》卷4：“两京留台皆有公字，亦榜曰‘御史台’。”②西京留台。《邵氏闻见录》卷11：“公（司马光）果辞诏命，乞西京留司御史台，以修《资治通鉴》。……司马温公为西京留台。”③西都留台。《邵氏闻见录》卷18：“熙宁初，宗道自西都留台领宫祠以卒。”④西京留司御史台。全称应为西京留守司御史台，然宋人多习称留司御史台，留守司御史台反罕用。《宋史•职官志》4《三京留司御史台》。《宋会要•职官》17之38：“诏西京留守司御史台置令史、驱使官二人。“⑤外台。《宋史•吴育传》：“以集贤院学士、判西京留司御史台。外台不领民事。”,宋代官制辞典第425页,唐朝有东都留台，是为置留守司御史台之始（《唐会要》卷60《东都留台》）。宋初已置西京留守司御史台（《玉海》卷162《元祐御史台》）。南宋罢（《宋史•职官志》4《三京留司御史台》）。,,,,
,管勾西京留守司御史台公事,,,,,,,,,,,,,,①管勾台事。《宋史•职官志》4《三京留司御史台》：“管勾台事各一人。”《宋会要•职官》17之38：“光禄少卿张子立权管勾西京留司御史台公事。”②西台。《宣和书谱》：“李西台居洛中，以林泉自娱。”《宋诗纪事》卷3《李建中》：“累官直集贤院，掌西京留守司御史台，爱洛中风土，遂居之，人谓之‘李西台’。”,宋代官制辞典第425页,,,,,
,判西京留守司御史台,,,,,,,,,,,,,,①判台。《宋史•职官志》4《三京留司御史台》：“管勾台事各一人。旧曰判台。”《宋史•晁迴传》：“特拜工部尚书（正三品）、集贤院学士、判西京留司御史台。“《宋会要•职官》17之38：“他官止云‘权’，迥以三品故云‘判’。”②西京留台。《石林燕语》卷4：“皇祐间，吴正肃公为西京留台，独举其职。”《宋史•吴育传》：“以集贤院学士、判西京留司御史台。……谥正肃。”③留台。《邵氏闻见录》卷11：“时司马温公判留司御史台，因朝谒应天院神御殿。……朝谒应天院，留台职也。”④西京御史台。《宋史•司马光传》：“请判西京御史台归洛，自是绝口不论事。”《宋会要•职官》17之39：“（元丰四年）知许州、端明殿学士、兼翰林侍读学士、右谏议大夫司马光权判西京留司御史台。”⑤判西京留守御史台。《长编》卷173成子：“吴育为集贤院学士、判西京留守御史台。”同前书卷175辛卯：“判西京留司御史台吴育知陕州。”,宋代官制辞典第425页，宋代官制辞典第426页,,,,,
,南京留守司御史台,,,,,,,,,与“西京留守司御史台”同。,,,与“西京留守司御史台”同。,,①南京留司御史台。《玉海》卷162《元祐御史台》：“庆历五年九月十八日置南京留司御史台。”《长编》卷157庆历五年五月庚子：“置南京留守司御史台。”②留台。《石林燕语》卷4：“两京留台，皆有公字，亦榜日‘御史台’。”,宋代官制辞典第426页,北宋庆历五年（1045）九月十八日始置（《长编》卷157庚子）。南宋罢。,,,,
,管勾南京留守司御史台公事,,,,,,,,,,,,,,①管勾南京留司御史台。《长编》卷176壬午：“杜衍言：‘臣男诉，秘书丞、通判应天府，乞候成资日，就差管勾南京留守御史台公事。’”②管勾台事。《宋史•职官志》4《三京留司御史台》：“管勾台事各一人。”,宋代官制辞典第426页,,,,,
,判南京留守司御史台,,,,,,,,,,,,,,①判台。《宋史•职官志》4《三京留司御史台》：“管勾台事各一人。旧曰判台。”②留台。《长编》卷223己丑：“王陶判南京留司御史台。初乞致仕。上不许，遣中使抚问。固以病乞留台。许之。”,宋代官制辞典第426页,,,,,
,北京留守司御史台,,,,,,,,,与“西京留守司御史台”同。,,,与“西京留守司御史台”同。,,①北京御史台。《玉海》卷162《元祐御史台》：“（庆历）七年六月二十一日壬戌置北京御史台。”②北京留司御史台。《宋会要•职官》17之38：“（庆历）七年六月二十一日置北京留司御史台。”《长编》卷160庆历七年六月壬戌：“置北京留守司御史台。”,宋代官制辞典第426页,北宋庆历七年（1047）六月二十一日始置（《长编》卷160壬戌）。南宋罢。,,,,
,管勾北京留守司御史台公事,,,,,,,,,,,,与“管勾南京留守司御史台公事”同。,,①管勾。《宋会要•职官》17之38：“诏置北京留司御史台，仍差太常少卿马绛管勾。”②管勾台事。《宋史•职官志》4《三京留司御史台》：“管勾台事各一人。”《宋会要•职官》17之39：“熙宁二年十二月，诏令三京留司御史台添权判或管勾官一员。”,宋代官制辞典第426页,,,,,
,三京留守司御史台,,,,,,,,,,,,,,①三京留司御史台。《宋史•职官志》4《三京留司御史台》。《宋会要•职官》17之3：”三京留守司御史台。”②留司御史台。《宋会要•职官》17之37：“留司御史台差遣。”③留台。《长编》卷344壬子：“宫观、留台月日，许与磨勘。”《石林燕语》卷4：“两京留台⋯⋯，旧为前执政重臣休老养疾之地。……自创置宫观后，重臣不复为，率用常调庶官，比宫殿给使，请俸差优尔。”,宋代官制辞典第426页,,,,,
,御史台官,,,,,,,,,,,,,,①天子法官。《宋史•梁焘传》：“御史者，天子之法官也。“②台史。御史中丞称台长，中丞以下御史通称台史。《挥麈录•余话》2：“初，（秦）会之为御史中丞，……少焉属稿，遂就呼台史连名书之。会之既为台长，则当列于首。”③台官、台臣、宪官、宪府官。《玉壶清话》卷5：”（赵昌言）未几拜中丞。上幸金明池，旧例无台臣从游之制。太宗喜之，特召预宴，自公始也。”《东轩笔录》卷13：“旧制，宪府官不预游宴。太宗幸金明池，召中丞赵昌言，上元观灯，召知杂谢泌。宪官预宴，自二人始。”《宋会要•职官》17之7：“出侍御史范师道知常州，殿中侍御史赵抃知睦州。中书虽有台官二年出知州条，然久不用。”④台宪。《玉壶清话》卷5：“（真宗）闻之，谓宰臣曰：’（王著）善规益者也，宜居台宪。”后终于殿中侍御史。“⑤耳目官。《宋会要•职官》17之21：“台臣耳目之官。”⑥争臣。宋代御史台官也许谏诤言事，故亦称争臣。《挥塵录•余话》卷2：“初，会之为御史中丞，虏人议立张邦昌以主中国。先觉（马伸）为监察御史，抗言于稠人广坐中，曰：‘吾曹职为争臣，岂可坐视缄默，不吐一词？’”⑦御史。御史台官通称。《麈史》上《台议》：“御史俸薄，故台中有聚厅向火、分厅吃食之语。熙宁初，程颢伯淳入台为里行，则反之，遂聚厅吃食、分厅向火。”⑧冠豸、獬豸、豸官、豸。御史台官特征称。因御史台官戴獬豸冠（亦称法冠），有角。据传，獬豸为独角兽，能用角去触心术不正之人。《鼠璞》卷上《獬豸》：“今人见御史，旧有獬豸冠，单呼为豸，可笑。”《于湖居士文集》卷19《晁公武除监察御史制》：“御史府寄朕耳目，苟非其人，不在兹选。……冠豸在列，肃我天宪。”《齐东野语》卷20《庆元、开庆六士》：“豸官陈过。”《汉官仪》：“御史，四人，持书，皆法冠，一名柱后，一名獬豸。獬豸，兽名，知人曲直、触邪佞。”《宋史•舆服志》4《朝服》：“御史则冠獬豸。”《太平御览》卷227《侍御史》：“刘毅子暾，正直有父风，为御史，库失火，尚书郭彰率百人自卫，而不救火。暾正色诘之。彰怒曰：‘我能截卿角也。’暾勃然谓彰曰：‘君何时敢恃宠作威作福，天子法冠而欲截角呼？’命纸笔奏之，彰不敢言。”,宋代官制辞典第426页，宋代官制辞典第427页,,,,,
,留都獬豸,,,,,,,,,,,,,,,宋代官制辞典第427页,,,,,
